Iteration 1:
('Small diameter, less than 6mm', 'Large diameter, greater than 6mm'), Score: 0.1743
('Round or oval shape', 'Elliptical, irregular, or changing shape'), Score: 0.1739
('Flat or slightly raised lesion', 'Raised, nodular, or ulcerated lesion'), Score: 0.1669
('No branching streaks', 'Presence of branching streaks'), Score: 0.1636
('No globular network', 'Presence of atypical globular network'), Score: 0.0139
('No globular network', 'Presence of globular network'), Score: 0.0138
('No pigmented shoulder', 'Presence of a pigmented shoulder'), Score: 0.0138
('No pigment network', 'Presence of a pigment network'), Score: 0.0138
('No consistent network', 'Broken down pigment network'), Score: 0.0138
('No homogenous pigmentation', 'Presence of variegated pigmentation with dark areas'), Score: 0.0137
('No peripheral black dots absent', 'Presence of peripheral black dots'), Score: 0.0137
('No symmetrical pigment network', 'Presence of asymmetrical pigment network'), Score: 0.0137
('No absence of peppering', 'Presence of peppering'), Score: 0.0137
('No spitz nevus features', 'Presence of spitz nevus features'), Score: 0.0137
('No negative network', 'Presence of a negative network'), Score: 0.0136
('No symmetrical streaks', 'Presence of asymmetrical streaks'), Score: 0.0136
('Smooth border', 'Irregular, notched, or blurred border'), Score: 0.0136
('No spitz nevus-like morphology', 'Presence of spitz nevus-like morphology'), Score: 0.0136
('No vascular pallor', 'Presence of vascular pallor'), Score: 0.0136
('No symmetrical pigmented network', 'Presence of asymmetrical pigmented network'), Score: 0.0135
('No even pigmentation', 'Presence of uneven pigmentation'), Score: 0.0135
('No spitz nevus-like features', 'Presence of spitz nevus-like features (atypical melanocytic nests, Kamino bodies)'), Score: 0.0135
('No structureless area', 'Presence of a structureless area'), Score: 0.0135
('No globules', 'Presence of large, irregular globules'), Score: 0.0134
('Smooth surface texture', 'Rough or scaly surface texture'), Score: 0.0134
('No symmetrical pigment network', 'Asymmetrical pigment network'), Score: 0.0134
('No pigmented network', 'Presence of an atypical pigmented network'), Score: 0.0134
('No symmetrical pigment network', 'Presence of an asymmetrical pigment network'), Score: 0.0133
('No blue-white veil', 'Presence of a blue-white veil'), Score: 0.0133
('No consistent color', 'Presence of multiple colors'), Score: 0.0133
('No well-defined borders', 'Ill-defined or irregular borders'), Score: 0.0133
('No pigmented shoulder sign', 'Presence of pigmented shoulder sign'), Score: 0.0133
('No parallel ridge pattern', 'Presence of parallel ridge pattern'), Score: 0.0133
('Regular pigment network', 'Atypical pigment network'), Score: 0.0132
('No single color', 'Presence of multiple colors'), Score: 0.0132
('No peppering', 'Presence of peppering'), Score: 0.0132
('Sharp borders', 'Ill-defined or blurred borders'), Score: 0.0132
('No peripheral streaking', 'Presence of peripheral streaking'), Score: 0.0132
('No small, uniform dots', 'Presence of large, irregular dots'), Score: 0.0132
('Symmetrical lesion with consistent features', 'Asymmetrical lesion with differing halves'), Score: 0.0132
('No globular degeneration', 'Presence of globular degeneration'), Score: 0.0132
('Symmetrical pigmented network', 'Asymmetrical pigmented network'), Score: 0.0132
('No symmetrical shape', 'Asymmetrical shape'), Score: 0.0131
('No structureless pattern', 'Presence of a structureless pattern'), Score: 0.0131
('No regular shape', 'Irregular shape'), Score: 0.0131
('No parallel ridge pattern', 'Presence of a parallel ridge pattern'), Score: 0.0131
('No pigment network at the periphery', 'Pigment network extending to the periphery'), Score: 0.0130
('No single color', 'Multiple colors'), Score: 0.0130
('No homogenous color', 'Presence of multiple colors'), Score: 0.0130
('No negative network', 'Presence of a positive network'), Score: 0.0130
('Regular border', 'Irregular, notched, or blurred border'), Score: 0.0130
('Well-defined borders', 'Ill-defined or irregular borders'), Score: 0.0130
('No parallel pattern', 'Presence of parallel pattern'), Score: 0.0129
('No regular network', 'Presence of an irregular network'), Score: 0.0129
('No even pigmentation', 'Uneven pigmentation'), Score: 0.0129
('Homogeneous skin color', 'Multiple colors present (brown, black, red, blue)'), Score: 0.0129
('No consistent network', 'Disrupted pigment network'), Score: 0.0129
('No spitz nevus-like features absent', 'Presence of spitz nevus-like features'), Score: 0.0129
('No cobblestone pattern absent', 'Presence of a cobblestone pattern'), Score: 0.0129
('Regular pigment network', 'Irregular pigment network'), Score: 0.0129
('No symmetric pattern', 'Asymmetric pattern'), Score: 0.0129
('No symmetrical radial growth', 'Presence of asymmetrical radial growth'), Score: 0.0129
('No smooth border', 'Presence of an irregular border'), Score: 0.0129
('No cobblestone pattern', 'Presence of a cobblestone pattern'), Score: 0.0128
('No starburst pattern absent', 'Presence of a starburst pattern'), Score: 0.0128
('No halo', 'Presence of a halo'), Score: 0.0128
('No pigment network', 'Atypical pigment network'), Score: 0.0128
('Homogeneous skin color', 'Multiple colors including red, white, and blue'), Score: 0.0128
('No eccentric structural area', 'Presence of eccentric structural area'), Score: 0.0128
('No symmetrical pigmented network', 'Asymmetrical pigmented network'), Score: 0.0128
('No consistent skin color', 'Multiple colors present'), Score: 0.0128
('No changes in size or shape over time', 'Rapidly changing size, shape, or color'), Score: 0.0128
('No reticular pigment network', 'Presence of irregular reticular pigment network'), Score: 0.0128
('Smooth border', 'Irregular border'), Score: 0.0127
('No symmetrical pigmented dots', 'Presence of asymmetrical pigmented dots'), Score: 0.0127
('No comedo-like openings', 'Presence of comedo-like openings'), Score: 0.0127
('No spitz nevus', 'Presence of spitz nevus features'), Score: 0.0127
('No negative network', 'Presence of negative network'), Score: 0.0127
('No symmetrical appearance', 'Asymmetrical shape and structure'), Score: 0.0127
('No radial streaming pattern', 'Presence of radial streaming pattern'), Score: 0.0127
('No radial streaming', 'Presence of radial streaming'), Score: 0.0127
('No regular border', 'Irregular border'), Score: 0.0127
('No peripheral halo', 'Presence of a peripheral halo'), Score: 0.0127
('No peripheral halo', 'Presence of peripheral halo'), Score: 0.0127
('No shoulder structures', 'Presence of shoulder structures'), Score: 0.0127
('Regular borders', 'Irregular borders'), Score: 0.0127
('No regular pigment network', 'Presence of an irregular pigment network'), Score: 0.0127
('No homogenous pattern', 'Presence of a homogenous pattern'), Score: 0.0127
('Regular network', 'Atypical network'), Score: 0.0127
('No eccentric structures', 'Presence of eccentric structures'), Score: 0.0127
('No network', 'Disrupted or atypical network'), Score: 0.0127
('No regression structure', 'Presence of regression structures'), Score: 0.0127
('Regular borders', 'Irregular, notched, or blurred borders'), Score: 0.0127
('No radial streaming', 'Presence of radial streaming pattern'), Score: 0.0127
('Regular border', 'Irregular border'), Score: 0.0127
('Symmetrical border', 'Asymmetrical border with irregular edges'), Score: 0.0127
('No irregular skin markings', 'Presence of irregular skin markings around the lesion'), Score: 0.0127
('No symmetrical structure', 'Presence of asymmetrical structure'), Score: 0.0127
('No symmetrical appearance', 'Asymmetrical lesion shape'), Score: 0.0127
('No central pallor', 'Presence of central pallor'), Score: 0.0127
('No uniform distribution of pigment', 'Uneven or patchy pigment distribution'), Score: 0.0127
('No parallel pattern', 'Presence of a parallel pattern'), Score: 0.0127
('No parallel pattern', 'Presence of parallel furrow pattern'), Score: 0.0127
('No globular network', 'Presence of an atypical globular network'), Score: 0.0127
('No consistent network', 'Presence of broken down pigment network'), Score: 0.0126
('No globular network', 'Presence of a globular network'), Score: 0.0126
('No homogenous color', 'Variable or mottled color'), Score: 0.0126
('No negative network', 'Presence of atypical network'), Score: 0.0126
('No negative network', 'Presence of a negative pigment network'), Score: 0.0126
('No negative network', 'Presence of positive network'), Score: 0.0126
('No negative network', 'Presence of a pigmented network'), Score: 0.0126
('No negative network structures', 'Presence of atypical network structures'), Score: 0.0126
('No network', 'Presence of atypical network'), Score: 0.0126
('No negative network', 'Presence of a negative pigmented network'), Score: 0.0126
('No negative network absent', 'Presence of a negative pigment network'), Score: 0.0126
('No starburst pattern', 'Presence of a starburst pattern'), Score: 0.0126
('No network pattern', 'Presence of a network pattern'), Score: 0.0126
('No network structure', 'Presence of atypical network'), Score: 0.0126
('No negative network', 'Presence of negative pigment network'), Score: 0.0126
('No regression structure', 'Presence of regression structure'), Score: 0.0126
('No network', 'Presence of a pigmented network'), Score: 0.0126
('No network pattern', 'Presence of atypical network pattern'), Score: 0.0126
('No regression structures', 'Presence of regression structures'), Score: 0.0126
('No network pattern', 'Presence of an atypical network pattern'), Score: 0.0126
('No regression areas', 'Presence of regression areas (white scar-like patches)'), Score: 0.0126
('No starburst pattern', 'Presence of starburst pattern'), Score: 0.0126
('No network structure', 'Presence of an atypical network structure'), Score: 0.0126
('No network pattern', 'Presence of a pigmented network'), Score: 0.0126
('No regression structures', 'Presence of regression structures (blue-white veil, scar-like depigmentation)'), Score: 0.0126
('No network', 'Presence of pigmented network'), Score: 0.0126
('No regression structures', 'Presence of regression structures (white scar-like areas)'), Score: 0.0126
('No symmetrical appearance', 'Asymmetrical shape'), Score: 0.0126
('No symmetrical pigment pattern', 'Presence of asymmetrical pigment pattern'), Score: 0.0126
('No symmetrical appearance', 'Asymmetrical appearance'), Score: 0.0126
('No symmetrical border', 'Presence of an asymmetrical border'), Score: 0.0126

Iteration 170:
('No sharp borders', 'Presence of ill-defined or blurred borders'), Score: 0.1756
('Small diameter, less than 6mm', 'Large diameter, greater than 6mm'), Score: 0.1743
('Round or oval shape', 'Elliptical, irregular, or changing shape'), Score: 0.1739
('No sharp borders', 'Ill-defined borders'), Score: 0.1739
('No streaks', 'Presence of prominent streaks'), Score: 0.1739
('Flat or slightly raised lesion', 'Raised, nodular, or ulcerated lesion'), Score: 0.1669
('No dermatoscopic structures', 'Presence of dermatoscopic structures'), Score: 0.1669
('No symmetrical pattern', 'Presence of asymmetry'), Score: 0.1669
('No dermoscopic structures', 'Presence of Hutchinson’s sign'), Score: 0.1667
('No sharp borders', 'Presence of blurred or irregular borders'), Score: 0.1666
('No smooth border', 'Presence of notched border'), Score: 0.1666
('No small size', 'Large lesion size (>6mm'), Score: 0.1648
('No branching streaks', 'Presence of branching streaks'), Score: 0.1636
('No arborizing vessels', 'Presence of arborizing vessels'), Score: 0.1620
('No streaks', 'Presence of radial streaming'), Score: 0.1604
('No blue nevus features', 'Presence of melanoma features'), Score: 0.1565
('No small vessels', 'Presence of enlarged vessels'), Score: 0.1556
('No pseudopods', 'Presence of pseudopods'), Score: 0.1551
('No regular dots', 'Presence of atypical dots'), Score: 0.1543
('No dermatoscopic silence', 'Presence of dermatoscopic structures'), Score: 0.1537
('No network of fine vessels', 'Presence of atypical vascular patterns'), Score: 0.1526
('No pseudopods absent', 'Presence of pseudopods'), Score: 0.1513
('No streaks', 'Presence of streaks'), Score: 0.1489
('No dermatoscopic neutrality', 'Presence of dermatoscopic features'), Score: 0.1488
('No small diameter (<6mm)', 'Large diameter (>6mm)'), Score: 0.1487
('No dermatoscopic structures', 'Presence of atypical dermatoscopic structures'), Score: 0.1483
('No itching, bleeding, or crusting', 'Itching, bleeding, oozing, or crusting'), Score: 0.1458
('No radial streaks', 'Presence of radial streaks'), Score: 0.1451
('No vascular pattern', 'Presence of polymorphic vascular pattern'), Score: 0.1428
('No branching vessels', 'Presence of branching vessels'), Score: 0.1410
('No regular dots', 'Presence of atypical or irregular dots'), Score: 0.1407
('No streak pattern', 'Presence of streak pattern'), Score: 0.1365
('No sharp border', 'Presence of ill-defined border'), Score: 0.1360
('No peppering of melanocytes around the lesion', 'Presence of peppering of melanocytes around the lesion'), Score: 0.1357
('No visible vascular patterns', 'Presence of atypical vascular structures like dotted vessels'), Score: 0.1343
('No homogenous pigmentation', 'Presence of variegated pigmentation'), Score: 0.1339
('No dermatoscopic asymmetry', 'Presence of dermatoscopic asymmetry'), Score: 0.1298
('No well-defined borders', 'Presence of ill-defined borders'), Score: 0.1282
('No dermatoscopic feature of seborrheic keratosis', 'Presence of dermatoscopic features suggestive of seborrheic keratosis'), Score: 0.1254
('No vascular patterns absent', 'Presence of atypical vascular patterns'), Score: 0.1250
('No uniform color', 'Variable color'), Score: 0.1245
('No vascular pattern', 'Presence of atypical vascular pattern'), Score: 0.1242
('No regular rete ridges', 'Presence of atypical rete ridges'), Score: 0.1217
('No vascular patterns', 'Presence of atypical vascular patterns'), Score: 0.1212
('Uniform color', 'Variable color'), Score: 0.1201
('No small size', 'Large size'), Score: 0.1197
('No blue nevus features', 'Presence of features suggestive of blue nevus'), Score: 0.1150
('No dermatoscopic feature of Spitz nevus', 'Presence of dermatoscopic features suggestive of Spitz nevus'), Score: 0.1121
('No sheet-like pattern', 'Presence of sheet-like pattern'), Score: 0.1103
('No scarring', 'Presence of scarring'), Score: 0.1100
('No greyish tinge', 'Presence of greyish tinge'), Score: 0.1075
('No pigment network', 'Disrupted pigment network'), Score: 0.1069
('No regression', 'Presence of regression structures'), Score: 0.1061
('No regular vessels', 'Presence of atypical vessels'), Score: 0.1052
('No dermatoscopic structures', 'Presence of multiple dermatoscopic structures'), Score: 0.1043
('No hairpin endings', 'Presence of hairpin endings'), Score: 0.1026
('No network of fine vessels', 'Presence of a prominent vascular network'), Score: 0.1012
('Monomorphic vessels', 'Polymorphous vessels'), Score: 0.1010
('No symmetrical appearance', 'Presence of asymmetry'), Score: 0.0986
('No even pigmentation', 'Presence of variegated pigmentation'), Score: 0.0982
('No granular pattern', 'Presence of granular pattern'), Score: 0.0977
('No atypical melanocytic nests', 'Presence of atypical melanocytic nests'), Score: 0.0929
('No spitz nevus features', 'Presence of features suggestive of spitz nevus'), Score: 0.0923
('No papillae', 'Presence of papillae'), Score: 0.0921
('No sharp border', 'Ill-defined border'), Score: 0.0915
('No dermatoscopic structures visible', 'Presence of multiple dermatoscopic structures'), Score: 0.0902
('No structureless area', 'Presence of structureless area'), Score: 0.0891
('No recent changes in size or shape', 'Recent changes in size, shape, or color'), Score: 0.0882
('No slate-grey areas', 'Presence of slate-grey areas'), Score: 0.0864
('No globular pattern', 'Presence of starburst pattern'), Score: 0.0843
('No leaf-like structures', 'Presence of leaf-like structures'), Score: 0.0832
('No regression', 'Presence of regression'), Score: 0.0825
('No globular pattern', 'Presence of globular pattern'), Score: 0.0791
('No spoke-wheel pattern', 'Presence of spoke-wheel pattern'), Score: 0.0773
('No spitz nevus-like features', 'Presence of features suggestive of melanoma'), Score: 0.0729
('No dermatoscopic white streaks', 'Presence of dermatoscopic white streaks'), Score: 0.0707
('No atypical dots and globules', 'Presence of atypical dots and globules'), Score: 0.0688
('No consistent network', 'Presence of broken down network'), Score: 0.0688
('No small vessels', 'Presence of large, dilated vessels'), Score: 0.0675
('No milial-like cysts', 'Presence of milial-like cysts'), Score: 0.0675
('No spitz nevus features', 'Presence of melanoma-specific features'), Score: 0.0674
('No small size (<6mm)', 'Large size (>=6mm)'), Score: 0.0672
('No sharp borders', 'Presence of irregular borders'), Score: 0.0659
('Uniform pigmentation throughout the lesion', 'Asymmetrical pigmentation with varying shades of brown and black'), Score: 0.0642
('No vascular pattern', 'Presence of an atypical vascular pattern'), Score: 0.0633
('Sharp border', 'Ill-defined border'), Score: 0.0610
('No atypical vascular pattern', 'Presence of atypical vascular pattern'), Score: 0.0607
('No symmetrical pattern', 'Asymmetrical shape'), Score: 0.0605
('No hypopigmentation', 'Presence of hypopigmentation'), Score: 0.0590
('No peripheral black dots', 'Presence of peripheral black dots'), Score: 0.0583
('Symmetrical structure', 'Asymmetrical structure'), Score: 0.0581
('No pinkish hue', 'Presence of pinkish hue or color'), Score: 0.0578
('No reticular pattern', 'Presence of reticular pattern'), Score: 0.0578
('No parallel furrow pattern', 'Presence of parallel furrow pattern'), Score: 0.0572
('Uniform color', 'Multiple colors present'), Score: 0.0569
('Sharp borders', 'Ill-defined borders'), Score: 0.0557
('No pigment network at the periphery', 'Pigment network at the periphery'), Score: 0.0540
('No regular dots and globules', 'Atypical or irregular dots and globules'), Score: 0.0532
('No spitz nevus features', 'Presence of spitz nevus-like features (atypical melanocytes)'), Score: 0.0529
('Uniform color', 'Variable coloration (brown, black, red, white, blue)'), Score: 0.0522
('No parallel furrow pattern', 'Presence of a parallel furrow pattern'), Score: 0.0519
('No dermatoscopic feature of seborrheic keratosis', 'Presence of dermatoscopic features of melanoma'), Score: 0.0506
('No vascular structures visible', 'Presence of atypical vascular structures'), Score: 0.0496
('No blue-whitish veil', 'Presence of blue-whitish veil'), Score: 0.0495
('No hairpin capillaries', 'Presence of hairpin capillaries'), Score: 0.0491
('No homogenous color', 'Presence of variegated colors'), Score: 0.0486
('No satellite lesions', 'Presence of satellite lesions'), Score: 0.0480
('No milia-like cysts', 'Presence of milia-like cysts'), Score: 0.0474
('No dotted vessels', 'Presence of dotted vessels'), Score: 0.0470
('No sharp borders', 'Ill-defined or blurred borders'), Score: 0.0444
('No telangiectasia', 'Presence of prominent telangiectasia'), Score: 0.0439
('No ulceration', 'Presence of ulceration'), Score: 0.0425
('No melanophages', 'Presence of melanophages'), Score: 0.0421
('No uniform pattern', 'Atypical pattern'), Score: 0.0420
('No consistent skin markings', 'Disruption of skin markings'), Score: 0.0416
('No globules', 'Presence of atypical globules'), Score: 0.0411
('Homogeneous color', 'Multiple colors present'), Score: 0.0398
('No pigment network', 'Presence of disrupted pigment network'), Score: 0.0388
('No pigmented dots', 'Presence of pigmented dots'), Score: 0.0385
('No dots or globules', 'Presence of dots and globules'), Score: 0.0384
('No negative pigment network', 'Presence of negative pigment network'), Score: 0.0378
('No small, regular globules', 'Presence of large, irregular globules'), Score: 0.0378
('No dermatoscopic structureless area', 'Presence of a dermatoscopic structureless area'), Score: 0.0371
('Symmetrical lesion shape', 'Asymmetrical lesion shape'), Score: 0.0364
('No negative pigment network', 'Presence of positive pigment network'), Score: 0.0359
('No hemorrhage', 'Presence of hemorrhage'), Score: 0.0359
('No hairpin vessels', 'Presence of hairpin vessels'), Score: 0.0347
('No negative pigment network', 'Presence of pigment network'), Score: 0.0347
('No Y-pattern', 'Presence of a Y-pattern'), Score: 0.0346
('No streaks', 'Presence of pseudopods'), Score: 0.0343
('No homogenous color', 'Presence of variegated color'), Score: 0.0334
('No parallel pattern lines', 'Presence of parallel pattern lines'), Score: 0.0327
('No homogenous color', 'Presence of variegated coloration'), Score: 0.0326
('No in-situ pigmentation', 'Presence of in-situ pigmentation'), Score: 0.0320
('No streak pattern', 'Presence of a streak pattern'), Score: 0.0301
('No sheet-like network', 'Presence of sheet-like network'), Score: 0.0295
('No milky RLD', 'Presence of milky RLD'), Score: 0.0289
('No consistent color', 'Variable color'), Score: 0.0289
('No negative pigment network', 'Presence of atypical pigment network'), Score: 0.0288
('No spangled globule pattern', 'Presence of a spangled globule pattern'), Score: 0.0287
('No blue-white veil absent', 'Presence of a blue-white veil'), Score: 0.0280
('No spoke-wheel pattern', 'Presence of a spoke-wheel pattern'), Score: 0.0274
('No globules absent', 'Presence of atypical globules'), Score: 0.0274
('No consistent skin markings', 'Broken skin markings'), Score: 0.0270
('No vascular pattern', 'Atypical vascular pattern'), Score: 0.0267
('No ulceration absent', 'Presence of ulceration'), Score: 0.0266
('No globular pattern', 'Presence of a globular pattern'), Score: 0.0264
('No small, uniform melanocytes', 'Presence of large, atypical melanocytes'), Score: 0.0263
('No atypical globules', 'Presence of atypical globules'), Score: 0.0258
('No smooth surface', 'Presence of an ulcerated surface'), Score: 0.0242
('No globules', 'Presence of globules'), Score: 0.0238
('No sharp borders', 'Ill-defined or irregular borders'), Score: 0.0236
('No ill-defined borders', 'Presence of irregular, ill-defined borders'), Score: 0.0236
('No uniform color', 'Presence of multiple colors'), Score: 0.0233
('No vascular atypia', 'Presence of vascular atypia'), Score: 0.0231
('No inflammation', 'Presence of inflammation'), Score: 0.0230
('No cobblestone pattern', 'Presence of cobblestone pattern'), Score: 0.0223
('No dermal papillae', 'Presence of dermal papillae'), Score: 0.0222
('Regular pigment network', 'Atypical or disrupted pigment network'), Score: 0.0221
('No regular globules', 'Presence of atypical/irregular globules'), Score: 0.0217
('No regular pigment network', 'Presence of atypical pigment network'), Score: 0.0217
('No absence of ulceration', 'Presence of ulceration'), Score: 0.0215
('No regression structures absent', 'Presence of regression structures'), Score: 0.0215
('No absence of vascular structures', 'Presence of atypical vascular structures'), Score: 0.0214
('No polypoidal structures', 'Presence of polypoidal structures'), Score: 0.0212
('No network vessels', 'Presence of atypical network vessels'), Score: 0.0211
('Homogeneous color', 'Multiple colors'), Score: 0.0210
('Symmetrical lesion', 'Asymmetrical lesion'), Score: 0.0203
('No regular dots and globules', 'Presence of irregular dots and globules'), Score: 0.0203
('Uniform color, single shade of brown', 'Multiple colors: black, brown, tan, red, white, or blue'), Score: 0.0201
('No spitz nevus features', 'Presence of spitz nevus-like features'), Score: 0.0196
('No granular pattern', 'Presence of a granular pattern'), Score: 0.0195
('No ulceration or erosion', 'Ulceration or erosion present'), Score: 0.0194
('Uniform pigmentation', 'Variable pigmentation with shades of brown, black, red, white, and blue'), Score: 0.0192
('No chrysalis pattern', 'Presence of a chrysalis pattern'), Score: 0.0191
('No regular papillae', 'Presence of irregular papillae'), Score: 0.0188
('No pigment network disruption', 'Presence of pigment network disruption'), Score: 0.0187
('No peripheral streaks', 'Presence of peripheral streaks'), Score: 0.0186
('No hairpin fibers', 'Presence of hairpin fibers'), Score: 0.0185
('Homogeneous color', 'Presence of multiple colors'), Score: 0.0184
('No pigment network', 'Presence of pigment network'), Score: 0.0183
('No pigment clods', 'Presence of pigment clods'), Score: 0.0182
('No fingerprint pattern', 'Presence of a fingerprint pattern'), Score: 0.0182
('Homogeneous pigmentation', 'Heterogeneous pigmentation'), Score: 0.0182
('No sharp demarcation', 'Presence of blurred demarcation'), Score: 0.0180
('No negative pigment network', 'Presence of a prominent pigment network'), Score: 0.0179
('No symmetrical structure', 'Asymmetrical structure'), Score: 0.0176
('No hypopigmentation', 'Presence of hyperpigmentation'), Score: 0.0174
('Smooth surface', 'Rough or textured surface'), Score: 0.0173
('No absence of vascular atypia', 'Presence of atypical vascular patterns'), Score: 0.0172
('No negative pigment network', 'Presence of a pigment network'), Score: 0.0172
('No lattice-like pattern', 'Presence of a lattice-like pattern'), Score: 0.0170
('No pigment network', 'Presence of atypical pigment network'), Score: 0.0170
('No dermatofibroma-like pattern', 'Presence of a dermatofibroma-like pattern'), Score: 0.0169
('No atypical vascular pattern', 'Presence of an atypical vascular pattern'), Score: 0.0168
('No blue-white veil', 'Presence of blue-white veil'), Score: 0.0167
('No Y-shaped structures', 'Presence of Y-shaped structures'), Score: 0.0167
('No absence of vascular atypia', 'Presence of vascular atypia'), Score: 0.0166
('No homogenous pigmentation', 'Heterogenous pigmentation'), Score: 0.0166
('No single color', 'Multiple colors present'), Score: 0.0163
('No clear cut border', 'Diffuse border'), Score: 0.0162
('No symmetrical pattern', 'Presence of asymmetrical pattern'), Score: 0.0161
('No absence of scaling', 'Presence of scaling'), Score: 0.0161
('No atypical pigmented network', 'Presence of an atypical pigmented network'), Score: 0.0160
('Regular network', 'Atypical or disrupted network'), Score: 0.0159
('No even color distribution', 'Presence of variegated coloration'), Score: 0.0159
('No regular pigment network', 'Presence of an atypical pigment network'), Score: 0.0158
('Regular skin markings', 'Presence of pseudopods'), Score: 0.0157
('No Milard reaction', 'Presence of a Milard reaction'), Score: 0.0157
('No spitz nevus features', 'Presence of atypical melanocytic nevus features'), Score: 0.0157
('No reticular pattern', 'Presence of a reticular pattern'), Score: 0.0156
('No Spitz nests', 'Presence of Spitz nests'), Score: 0.0156
('No cobblestone pattern', 'Cobblestone pattern'), Score: 0.0156
('Regular skin markings around the lesion', 'Loss of skin markings around the lesion'), Score: 0.0155
('No flat lesion', 'Elevated lesion'), Score: 0.0154
('No sharp border', 'Ill-defined or irregular border'), Score: 0.0153
('No consistent skin tone', 'Presence of variegated pigmentation'), Score: 0.0150
('Homogeneous color', 'Multiple colors (brown, black, red, blue)'), Score: 0.0150
('No pigment network absent', 'Presence of an atypical pigment network'), Score: 0.0149
('No sharp border', 'Ill-defined or blurred border'), Score: 0.0149
('No homogenous color', 'Multiple colors present'), Score: 0.0148
('Smooth surface', 'Rough surface'), Score: 0.0148
('No symmetrical pattern', 'Asymmetrical pattern'), Score: 0.0147
('No fibrosis', 'Presence of fibrosis'), Score: 0.0147
('Well-defined, smooth borders', 'Irregular, notched, or blurred borders'), Score: 0.0147
('No pigment network', 'Presence of an atypical pigment network'), Score: 0.0146
('No spitz nevus-like features', 'Presence of spitz nevus-like features'), Score: 0.0145
('No Spitz nevus-like features', 'Presence of Spitz nevus-like features'), Score: 0.0145
('No small vessels', 'Polymorphous vascular pattern'), Score: 0.0145
('No negative pigment network', 'Presence of a negative pigment network'), Score: 0.0144
('No peppering of melanotic pigment', 'Presence of peppering of melanotic pigment'), Score: 0.0143
('No vascular atypia', 'Presence of atypical vascular pattern'), Score: 0.0143
('No pigment network', 'Presence of a dense pigment network'), Score: 0.0142
('No dots/granules', 'Presence of dots and/or granules'), Score: 0.0142
('No symmetrical pattern', 'Presence of an asymmetrical pattern'), Score: 0.0142
('Monomorphic vascular pattern', 'Polymorphous vascular pattern'), Score: 0.0141
('No globular pattern', 'Atypical globular pattern'), Score: 0.0140
('No scar-like depigmentation', 'Presence of scar-like depigmentation'), Score: 0.0140
('Well-defined borders', 'Ill-defined or blurred borders'), Score: 0.0140
('Regular network of pigmented skin', 'Irregular network with atypical melanocytic nests'), Score: 0.0140
('No polymorphous vessels', 'Presence of polymorphous vessels'), Score: 0.0140
('No starburst pattern', 'Starburst pattern'), Score: 0.0140
('No globular pattern', 'Globular pattern'), Score: 0.0140
('No globular network', 'Presence of atypical globular network'), Score: 0.0139
('No globular network', 'Presence of globular network'), Score: 0.0138
('No pigmented shoulder', 'Presence of a pigmented shoulder'), Score: 0.0138
('No pigment network', 'Presence of a pigment network'), Score: 0.0138
('No consistent network', 'Broken down pigment network'), Score: 0.0138
('No homogenous pigmentation', 'Presence of variegated pigmentation with dark areas'), Score: 0.0137
('No peripheral black dots absent', 'Presence of peripheral black dots'), Score: 0.0137
('No symmetrical pigment network', 'Presence of asymmetrical pigment network'), Score: 0.0137
('No absence of peppering', 'Presence of peppering'), Score: 0.0137
('No spitz nevus features', 'Presence of spitz nevus features'), Score: 0.0137
('No negative network', 'Presence of a negative network'), Score: 0.0136
('No symmetrical streaks', 'Presence of asymmetrical streaks'), Score: 0.0136
('Smooth border', 'Irregular, notched, or blurred border'), Score: 0.0136
('No spitz nevus-like morphology', 'Presence of spitz nevus-like morphology'), Score: 0.0136
('No vascular pallor', 'Presence of vascular pallor'), Score: 0.0136
('No symmetrical pigmented network', 'Presence of asymmetrical pigmented network'), Score: 0.0135
('No even pigmentation', 'Presence of uneven pigmentation'), Score: 0.0135
('No spitz nevus-like features', 'Presence of spitz nevus-like features (atypical melanocytic nests, Kamino bodies)'), Score: 0.0135
('No structureless area', 'Presence of a structureless area'), Score: 0.0135
('No globules', 'Presence of large, irregular globules'), Score: 0.0134
('Smooth surface texture', 'Rough or scaly surface texture'), Score: 0.0134
('No symmetrical pigment network', 'Asymmetrical pigment network'), Score: 0.0134
('No pigmented network', 'Presence of an atypical pigmented network'), Score: 0.0134
('No symmetrical pigment network', 'Presence of an asymmetrical pigment network'), Score: 0.0133
('No blue-white veil', 'Presence of a blue-white veil'), Score: 0.0133
('No consistent color', 'Presence of multiple colors'), Score: 0.0133
('No well-defined borders', 'Ill-defined or irregular borders'), Score: 0.0133
('No pigmented shoulder sign', 'Presence of pigmented shoulder sign'), Score: 0.0133
('No parallel ridge pattern', 'Presence of parallel ridge pattern'), Score: 0.0133
('Regular pigment network', 'Atypical pigment network'), Score: 0.0132
('No single color', 'Presence of multiple colors'), Score: 0.0132
('No peppering', 'Presence of peppering'), Score: 0.0132
('Sharp borders', 'Ill-defined or blurred borders'), Score: 0.0132
('No peripheral streaking', 'Presence of peripheral streaking'), Score: 0.0132
('No parallel furrow pattern', 'Presence of irregular furrow pattern'), Score: 0.0132
('No small, uniform dots', 'Presence of large, irregular dots'), Score: 0.0132
('Symmetrical lesion with consistent features', 'Asymmetrical lesion with differing halves'), Score: 0.0132
